Unix,Date,Symbol,Open,High,Low,Close,Volume TRX,Volume USDT,tradecount
1.71383E+12,4/23/2024,TRXUSDT,0.11222,0.11365,0.11127,0.11322,303557229.8,34113771.63,96757
1.71374E+12,4/22/2024,TRXUSDT,0.11132,0.11248,0.11041,0.11223,325386290.1,36230383.3,100935
1.71366E+12,4/21/2024,TRXUSDT,0.11105,0.1115,0.11024,0.11132,206116531.7,22871334.67,85348
1.71357E+12,4/20/2024,TRXUSDT,0.1099,0.11116,0.1084,0.11105,336692035.9,37028019.02,116771
1.71348E+12,4/19/2024,TRXUSDT,0.10924,0.11059,0.10496,0.10989,642998621.1,69602142.2,172583
1.7134E+12,4/18/2024,TRXUSDT,0.10971,0.11016,0.10749,0.10925,463301288.8,50507764.67,114584
1.71331E+12,4/17/2024,TRXUSDT,0.1118,0.113,0.108,0.10971,483427986.3,53646614.4,122447
1.71323E+12,4/16/2024,TRXUSDT,0.11147,0.11206,0.10896,0.1118,650579115.4,71920242.14,135839
1.71314E+12,4/15/2024,TRXUSDT,0.11243,0.11535,0.11004,0.11146,807034829.2,91246239.1,174532
1.71305E+12,4/14/2024,TRXUSDT,0.11005,0.1126,0.1089,0.11243,636270065.5,70472547.71,145379
1.71297E+12,4/13/2024,TRXUSDT,0.1148,0.11536,0.10776,0.11006,848765534.7,94785661.93,215317
1.71288E+12,4/12/2024,TRXUSDT,0.12029,0.12232,0.1134,0.1148,794872728.6,93948569.76,203889
1.71279E+12,4/11/2024,TRXUSDT,0.11909,0.12046,0.11889,0.1203,312712286,37435487.17,105142
1.71271E+12,4/10/2024,TRXUSDT,0.12109,0.12395,0.11788,0.1191,544588208.2,65501809.09,163209
1.71262E+12,4/9/2024,TRXUSDT,0.12304,0.12307,0.12033,0.12109,345949848.7,42079325.12,116908
1.71253E+12,4/8/2024,TRXUSDT,0.12056,0.12401,0.12051,0.12303,327134475.3,40004312.62,119855
1.71245E+12,4/7/2024,TRXUSDT,0.1196,0.12096,0.11958,0.12056,165324153.9,19891029.08,79844
1.71236E+12,4/6/2024,TRXUSDT,0.1179,0.1199,0.11773,0.11959,196481045.1,23315980.64,81007
1.71228E+12,4/5/2024,TRXUSDT,0.11915,0.1194,0.11729,0.1179,321322582.2,38011270.92,109756
1.71219E+12,4/4/2024,TRXUSDT,0.11711,0.11945,0.11689,0.11915,347105378.4,41004702.89,112322
1.7121E+12,4/3/2024,TRXUSDT,0.11662,0.11879,0.11572,0.11712,434800666.5,51005914.66,118635
1.71202E+12,4/2/2024,TRXUSDT,0.12051,0.12053,0.11589,0.11662,497703758.9,58429258.17,155486
1.71193E+12,4/1/2024,TRXUSDT,0.12296,0.1232,0.11984,0.12051,374906211.5,45501156.73,135579
1.71184E+12,3/31/2024,TRXUSDT,0.12256,0.12334,0.1221,0.12296,195990091.8,24037378.07,94258
1.71176E+12,3/30/2024,TRXUSDT,0.11989,0.1229,0.11988,0.12256,261629662.9,31722023.59,102320
1.71167E+12,3/29/2024,TRXUSDT,0.12044,0.12201,0.11942,0.11989,291588659.8,35034084.84,106967
1.71158E+12,3/28/2024,TRXUSDT,0.11933,0.12063,0.11907,0.12044,250748769.6,30092231.65,98307
1.7115E+12,3/27/2024,TRXUSDT,0.1208,0.12148,0.11897,0.11933,393722158.2,47351816.96,122657
1.71141E+12,3/26/2024,TRXUSDT,0.12042,0.12238,0.12034,0.12079,393306852.6,47706619.66,130653
1.71132E+12,3/25/2024,TRXUSDT,0.12014,0.12102,0.11701,0.12043,442118315.1,52759353.03,163493
1.71124E+12,3/24/2024,TRXUSDT,0.11824,0.12051,0.11643,0.12014,274235100.7,32699177.08,124503
1.71115E+12,3/23/2024,TRXUSDT,0.11736,0.11975,0.11601,0.11823,292979843.3,34556465.54,133909
1.71107E+12,3/22/2024,TRXUSDT,0.12115,0.12153,0.11496,0.11737,402203610,47830393.88,143319
1.71098E+12,3/21/2024,TRXUSDT,0.12072,0.12195,0.1204,0.12115,436392683.5,52895948.2,154707
1.71089E+12,3/20/2024,TRXUSDT,0.11244,0.12116,0.11031,0.12071,650586212.3,75494120.08,229723
1.71081E+12,3/19/2024,TRXUSDT,0.12407,0.12436,0.11042,0.11244,841615892.6,100468710.7,230774
1.71072E+12,3/18/2024,TRXUSDT,0.12624,0.12671,0.12304,0.12408,380024097.2,47478226.19,110146
1.71063E+12,3/17/2024,TRXUSDT,0.12527,0.12651,0.12431,0.12624,337572884.6,42311513.71,99675
1.71055E+12,3/16/2024,TRXUSDT,0.12632,0.12735,0.12479,0.12527,382016537.8,48237779.24,116635
1.71046E+12,3/15/2024,TRXUSDT,0.12912,0.12936,0.12533,0.12633,695492415.1,88079023.7,170224
1.71037E+12,3/14/2024,TRXUSDT,0.13195,0.13202,0.12779,0.12913,540373565.5,70176939.06,148644
1.71029E+12,3/13/2024,TRXUSDT,0.13142,0.133,0.13106,0.13194,370620030.5,48804049.38,111540
1.7102E+12,3/12/2024,TRXUSDT,0.13372,0.13406,0.13062,0.13142,468884376,61949093.76,137434
1.71012E+12,3/11/2024,TRXUSDT,0.13377,0.13427,0.13193,0.13372,491093365.1,65382751.82,146282
1.71003E+12,3/10/2024,TRXUSDT,0.13579,0.13609,0.13346,0.13377,246748453.1,33355178.95,90829
1.70994E+12,3/9/2024,TRXUSDT,0.13663,0.13711,0.13556,0.13579,269618005.8,36727874.07,101391
1.70986E+12,3/8/2024,TRXUSDT,0.13709,0.13885,0.13604,0.13662,317237217.8,43441452.39,118786
1.70977E+12,3/7/2024,TRXUSDT,0.13774,0.138,0.13599,0.13709,336108039.7,46127157.76,116745
1.70968E+12,3/6/2024,TRXUSDT,0.13585,0.1383,0.13546,0.13775,502759707.8,68937560.41,150290
1.7096E+12,3/5/2024,TRXUSDT,0.14026,0.14047,0.13479,0.13585,751853598.3,103994870.6,226687
1.70951E+12,3/4/2024,TRXUSDT,0.14064,0.14202,0.13959,0.14026,456279680.2,64054795.91,156963
1.70942E+12,3/3/2024,TRXUSDT,0.14119,0.14128,0.13924,0.14065,272081574.7,38222361.75,115440
1.70934E+12,3/2/2024,TRXUSDT,0.14147,0.14176,0.14012,0.1412,257159307.9,36178608.3,121950
1.70925E+12,3/1/2024,TRXUSDT,0.14049,0.1415,0.13399,0.14148,270352291.6,38104358.92,122017
1.70916E+12,2/29/2024,TRXUSDT,0.14213,0.14373,0.14032,0.14049,429917334.7,61099312.69,174460
1.70908E+12,2/28/2024,TRXUSDT,0.14288,0.14412,0.139,0.14214,544490296.9,77762810.21,214703
1.70899E+12,2/27/2024,TRXUSDT,0.13984,0.14422,0.13971,0.14288,426070344.2,60267596.84,165171
1.70891E+12,2/26/2024,TRXUSDT,0.13764,0.13996,0.13732,0.13983,279551897.7,38738988.81,115527
1.70882E+12,2/25/2024,TRXUSDT,0.13742,0.13805,0.13725,0.13765,143147950.5,19702862.76,81842
1.70873E+12,2/24/2024,TRXUSDT,0.13816,0.13832,0.137,0.13742,177217552,24393730.25,88855
1.70865E+12,2/23/2024,TRXUSDT,0.139,0.1393,0.13762,0.13817,256733404.7,35579950.99,104522
1.70856E+12,2/22/2024,TRXUSDT,0.13972,0.14017,0.13864,0.13901,315839996.2,44056545.69,120126
1.70847E+12,2/21/2024,TRXUSDT,0.13921,0.14048,0.13834,0.13971,497754517.3,69400694.67,168960
1.70839E+12,2/20/2024,TRXUSDT,0.13636,0.13998,0.13579,0.13921,458113781.3,63082797.81,162893
1.7083E+12,2/19/2024,TRXUSDT,0.13518,0.13677,0.13505,0.13636,278248870.6,37810911.67,110239
1.70821E+12,2/18/2024,TRXUSDT,0.1359,0.13607,0.13462,0.13518,224842814.6,30394458.42,111827
1.70813E+12,2/17/2024,TRXUSDT,0.13282,0.13941,0.13257,0.1359,615517929.2,83700669.24,194373
1.70804E+12,2/16/2024,TRXUSDT,0.13104,0.1329,0.13081,0.13282,300961759.9,39664692.47,112652
1.70796E+12,2/15/2024,TRXUSDT,0.12956,0.13182,0.12368,0.13104,432251573.1,56493477.98,154879
1.70787E+12,2/14/2024,TRXUSDT,0.12687,0.12996,0.12642,0.12956,322212301.9,41398570.23,121413
1.70778E+12,2/13/2024,TRXUSDT,0.12499,0.12699,0.12448,0.12687,266639994.9,33457027.71,108008
1.7077E+12,2/12/2024,TRXUSDT,0.12421,0.12575,0.12353,0.125,292882064.6,36575573.08,109764
1.70761E+12,2/11/2024,TRXUSDT,0.12436,0.12491,0.12406,0.12422,138509507.9,17247502.34,71762
1.70752E+12,2/10/2024,TRXUSDT,0.12369,0.12453,0.123,0.12436,149573643.7,18501563.87,77123
1.70744E+12,2/9/2024,TRXUSDT,0.12189,0.12383,0.12176,0.1237,277635906,34133599.52,110779
1.70735E+12,2/8/2024,TRXUSDT,0.1236,0.12684,0.12108,0.12189,369759375.6,45524681.76,146900
1.70726E+12,2/7/2024,TRXUSDT,0.12102,0.12634,0.12087,0.1236,325276841.6,40439486.05,162859
1.70718E+12,2/6/2024,TRXUSDT,0.11897,0.1278,0.11889,0.12101,402044182.1,48937845.02,200195
1.70709E+12,2/5/2024,TRXUSDT,0.11842,0.12,0.1179,0.11898,329393234.3,39131097.44,118077
1.707E+12,2/4/2024,TRXUSDT,0.11724,0.119,0.117,0.11843,213808002.2,25242194.86,85992
1.70692E+12,2/3/2024,TRXUSDT,0.11629,0.11742,0.11603,0.11724,142770335.5,16659239.58,78539
1.70683E+12,2/2/2024,TRXUSDT,0.11564,0.11796,0.11552,0.11629,326960993.2,38281581.27,120530
1.70675E+12,2/1/2024,TRXUSDT,0.11225,0.11579,0.11178,0.11564,341991970.2,38937253.88,118917
1.70666E+12,1/31/2024,TRXUSDT,0.11205,0.11358,0.11144,0.11226,419797429.1,47277669.64,120026
1.70657E+12,1/30/2024,TRXUSDT,0.11304,0.11311,0.11152,0.11206,241375822.1,27097359.41,86793
1.70649E+12,1/29/2024,TRXUSDT,0.11224,0.11432,0.11205,0.11304,336801916.5,38115665.56,99540
1.7064E+12,1/28/2024,TRXUSDT,0.11244,0.1135,0.11158,0.11224,229673016,25837565.85,78027
1.70631E+12,1/27/2024,TRXUSDT,0.11448,0.11661,0.11196,0.11244,292465245.8,33418084,108175
1.70623E+12,1/26/2024,TRXUSDT,0.11212,0.11522,0.11208,0.11448,340850647.7,38876198.9,113787
1.70614E+12,1/25/2024,TRXUSDT,0.10882,0.11245,0.10855,0.11212,340826192.5,37776297.45,110631
1.70605E+12,1/24/2024,TRXUSDT,0.10721,0.10883,0.10692,0.10882,250668079.7,27056873.98,86471
1.70597E+12,1/23/2024,TRXUSDT,0.10931,0.10998,0.10615,0.10722,415753759.6,44832242.08,113287
1.70588E+12,1/22/2024,TRXUSDT,0.10895,0.10989,0.108,0.10931,336477095.4,36680684.71,106298
1.7058E+12,1/21/2024,TRXUSDT,0.11005,0.11161,0.1089,0.10895,215015565.2,23731935.8,83504
1.70571E+12,1/20/2024,TRXUSDT,0.1105,0.1109,0.10971,0.11006,184816070.9,20374234.24,80395
1.70562E+12,1/19/2024,TRXUSDT,0.10813,0.1105,0.10684,0.1105,382116292.7,41572385.43,124871
1.70554E+12,1/18/2024,TRXUSDT,0.10839,0.10989,0.1066,0.10813,349816292.3,38008550.19,113189
1.70545E+12,1/17/2024,TRXUSDT,0.10806,0.10932,0.10746,0.10838,245058284.5,26541971.25,97330
1.70536E+12,1/16/2024,TRXUSDT,0.10865,0.11052,0.10742,0.10807,378913601.5,41214380.51,151586
1.70528E+12,1/15/2024,TRXUSDT,0.11122,0.1144,0.10782,0.10865,531867682.7,59487473.67,178234
1.70519E+12,1/14/2024,TRXUSDT,0.11424,0.11768,0.11105,0.11121,525359325.3,60334475.25,181981
1.7051E+12,1/13/2024,TRXUSDT,0.10684,0.11632,0.10624,0.11424,1079283467,121268337.7,320009
1.70502E+12,1/12/2024,TRXUSDT,0.1062,0.10799,0.10581,0.10684,437300612.6,46752405.3,149731
1.70493E+12,1/11/2024,TRXUSDT,0.10528,0.10765,0.10476,0.10619,437379148.6,46405853.12,142220
1.70484E+12,1/10/2024,TRXUSDT,0.10276,0.10577,0.10274,0.10524,373902317.1,38918028.12,137000
1.70476E+12,1/9/2024,TRXUSDT,0.1042,0.10453,0.10162,0.10277,356089853.7,36644601.5,122795
1.70467E+12,1/8/2024,TRXUSDT,0.1028,0.10424,0.10115,0.1042,380877511.5,39236991.15,123088
1.70459E+12,1/7/2024,TRXUSDT,0.10386,0.1041,0.10255,0.1028,188093257.6,19488065.6,76597
1.7045E+12,1/6/2024,TRXUSDT,0.10438,0.10439,0.10177,0.10387,260125323.2,26867878.2,95295
1.70441E+12,1/5/2024,TRXUSDT,0.10697,0.10711,0.10329,0.10438,361639139,37972616.08,138645
1.70433E+12,1/4/2024,TRXUSDT,0.10675,0.10866,0.10628,0.10696,365657572.7,39247867.23,136025
1.70424E+12,1/3/2024,TRXUSDT,0.10834,0.10997,0.1035,0.10675,653375226,69261650.92,204197
1.70415E+12,1/2/2024,TRXUSDT,0.10771,0.11052,0.10756,0.10834,369857145.1,40365364.55,152666
1.70407E+12,1/1/2024,TRXUSDT,0.10764,0.10832,0.10607,0.10772,219601099.4,23542044.9,99663
